track_name,artist_name,artist_genre,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id
Mr. Glock,Key Glock,"['hip_hop', 'memphis_hip_hop', 'rap', 'southern_hip_hop', 'tennessee_hip_hop', 'trap']",77,0.804,0.946,7,-5.949,1,0.352,0.002,0.0,0.359,0.745,150.141,1ipSpQfzBbhPFhYm6tfVIz
Before You Go,Lewis Capaldi,"['pop', 'uk_pop']",86,0.459,0.575,3,-4.858,1,0.0573,0.604,0.0,0.0885,0.183,111.881,2gMXnyrvIjhVBUZwvLZDMP
Something About You,Eyedress,['noise_pop'],82,0.648,0.781,9,-8.736,0,0.0271,0.0332,0.013,0.305,0.822,133.417,6RiiSy9GzSwiyDEJDiMuKe
Can I Get It,Adele,"['british_soul', 'pop', 'pop_soul', 'uk_pop']",85,0.703,0.68,9,-6.118,0,0.0431,0.0171,0.0,0.178,0.536,97.985,6w8ZPYdnGajyfPddTWdthN
Fall in Love with You.,Montell Fish,['pittsburgh_rap'],82,0.483,0.0394,4,-19.525,1,0.0537,0.922,0.0125,0.112,0.146,73.984,31MQR9rOHRXyg4J01hRY1h
Two Oruguitas,Sebastian Yatra,"['colombian_pop', 'latin', 'reggaeton', 'reggaeton_colombiano']",80,0.563,0.408,0,-8.888,1,0.0472,0.736,0.0,0.086,0.482,94.799,6jPVyjPqp2BNUJnDSwm8tK
No Guidance (feat. Drake),Chris Brown,"['dance_pop', 'pop', 'pop_rap', 'r&b', 'rap']",82,0.696,0.454,1,-6.756,0,0.153,0.123,0.0,0.155,0.136,92.928,6XHVuErjQ4XNm6nDPVCxVX
ball w/o you,21 Savage,"['atl_hip_hop', 'rap', 'trap']",79,0.892,0.633,8,-7.471,1,0.0902,0.0467,0.000189,0.139,0.459,137.994,50a8bKqlwDEqeiEknrzkTO
What’s Next,Drake,"['canadian_hip_hop', 'canadian_pop', 'hip_hop', 'rap', 'toronto_rap']",80,0.781,0.594,0,-6.959,0,0.0485,0.0136,0.0,0.162,0.0628,129.895,3aQem4jVGdhtg116TmJnHz
the remedy for a broken heart (why am I so in love),XXXTENTACION,"['emo_rap', 'miami_hip_hop']",83,0.699,0.304,1,-11.192,1,0.0993,0.779,0.000993,0.137,0.271,119.705,4UKCKdYiLN6IMA5ZESUTL7
ILoveUIHateU,Playboi Carti,"['atl_hip_hop', 'plugg', 'pluggnb', 'rap', 'trap']",79,0.684,0.693,4,-6.651,0,0.0339,0.00534,0.0,0.506,0.108,134.988,1BpKJw4RZxaFB88NE5uxXf
SUVs (Black on Black),Jack Harlow,"['deep_underground_hip_hop', 'kentucky_hip_hop', 'rap']",79,0.801,0.688,1,-4.594,1,0.396,0.144,0.0,0.107,0.5,162.928,1MIGkQxcdAt2lDx6ySpsc5
thailand,Roddy Ricch,"['melodic_rap', 'rap', 'trap']",79,0.875,0.478,7,-10.562,1,0.218,0.00717,0.0,0.147,0.409,128.99,0qHPxjC83zQYcxe39xSShx
Hide (feat. Seezyn),Juice WRLD,"['chicago_rap', 'melodic_rap']",79,0.715,0.639,5,-5.017,0,0.0752,0.0622,0.0,0.157,0.151,149.996,6rz0dTA0PdhXImFV5EjM0w
Happier Than Ever,ASTN,"['bedroom_soul', 'chill_r&b', 'pop']",81,0.667,0.457,6,-6.885,0,0.439,0.341,0.0,0.114,0.266,97.604,7es56D0QedGMsK39wl2yFX
When I’m Gone (with Katy Perry),Alesso,"['dance_pop', 'edm', 'electro_house', 'pop', 'pop_dance', 'progressive_electro_house', 'tropical_house']",86,0.685,0.886,0,-4.179,1,0.034,0.028,0.0,0.481,0.615,125.034,5902W4uHWzhtOff1UK7the
Better Now,Post Malone,"['dfw_rap', 'melodic_rap', 'rap']",83,0.68,0.578,10,-5.804,1,0.04,0.331,0.0,0.135,0.341,145.038,7dt6x5M1jzdTEt8oCbisTK
Dynamite,BTS,"['k-pop', 'k-pop_boy_group']",89,0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,114.044,5QDLhrAOJJdNAmCTJ8xMyW
Don’t Play (with Lil Baby),Polo G,['chicago_rap'],78,0.684,0.624,2,-7.414,0,0.347,0.239,0.0,0.112,0.708,146.925,2QIBJFl8DJR1mDh9GwfZef
Sundress,A$AP Rocky,"['east_coast_hip_hop', 'hip_hop', 'rap', 'trap']",81,0.721,0.707,6,-6.364,1,0.0595,0.181,3.68e-06,0.143,0.743,125.005,2aPTvyE09vUCRwVvj0I8WK
Súbelo,Anuel AA,"['latin', 'reggaeton', 'reggaeton_flow', 'trap_boricua', 'trap_latino']",84,0.625,0.754,6,-4.158,0,0.076,0.17,3.76e-05,0.109,0.746,89.888,3xv8JksRyqHa1lwkM9xvJf
One Mississippi,Kane Brown,"['black_americana', 'contemporary_country', 'country_road']",77,0.471,0.846,0,-5.269,1,0.0389,0.00279,2.86e-06,0.145,0.539,100.089,4FdPnT2cFrpWCmWZd7GXc3
"Gravity (feat. Tyler, The Creator)",Brent Faiyaz,"['dmv_rap', 'hip_hop', 'pop', 'r&b', 'rap']",78,0.539,0.615,1,-8.746,0,0.252,0.173,0.0056,0.144,0.493,163.924,6u3CPnFMKANYgfdiifFOiJ
AM Remix,Nio Garcia,"['latin', 'reggaeton', 'trap_latino']",88,0.743,0.655,6,-5.015,0,0.159,0.114,0.0,0.0764,0.785,172.031,05bfbizlM5AX6Mf1RRyMho
BEST INTEREST,"Tyler, The Creator","['hip_hop', 'rap']",79,0.596,0.575,11,-8.325,0,0.0514,0.0861,0.000153,0.334,0.34,98.265,3jHdKaLCkuNEkWcLVmQPCX
Hot Rod,Dayglow,"['austindie', 'indie_pop', 'modern_rock']",80,0.707,0.767,7,-7.072,1,0.0323,0.0279,0.000295,0.169,0.832,139.985,0zePbRMJ9sd7wsZRlbPQua
POCKET ROCKET,Cochise,"['plugg', 'pluggnb']",82,0.711,0.646,2,-5.444,0,0.225,0.0216,0.0,0.0921,0.778,160.931,1FKG2wgJ75wS9MFNVZFiWd
Make No Sense,YoungBoy Never Broke Again,"['baton_rouge_rap', 'trap']",78,0.876,0.733,10,-4.478,0,0.333,0.0208,0.0,0.0999,0.962,154.904,6klLvorLoo1sxvZcjJIY8I
bad guy,Billie Eilish,"['art_pop', 'electropop', 'pop']",86,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,2Fxmhks0bxGSBdJ92vM42m
Heading South,Zach Bryan,['oklahoma_country'],76,0.68,0.246,4,-14.112,1,0.058,0.783,0.0,0.106,0.388,110.23,2Dct3GykKZ58hpWRFfe2Qd
Happier,Marshmello,"['brostep', 'dance_pop', 'edm', 'pop', 'pop_dance', 'progressive_electro_house']",85,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.015,2dpaYNEQHiRxtZbfNsse99
A-O-K,Tai Verdes,['modern_indie_pop'],79,0.731,0.626,11,-6.919,1,0.0805,0.125,0.0,0.183,0.862,82.488,1sx0XsWUusUoPstbvokZjP
Forever,Labrinth,"['indie_poptimism', 'pop']",84,0.563,0.459,4,-7.781,0,0.0292,0.92,0.724,0.11,0.197,79.983,6potEImiklXkwD9qFzpu15
enough for you,Olivia Rodrigo,['pop'],82,0.638,0.259,7,-10.706,1,0.0898,0.753,0.0,0.219,0.269,88.485,2TOzTqQXNmR2zDJXihjZ2e
North Carolina,Anuel AA,"['latin', 'reggaeton', 'reggaeton_flow', 'trap_boricua', 'trap_latino']",85,0.705,0.541,5,-6.421,0,0.0701,0.369,0.0,0.206,0.273,139.909,0B1J4Mm4oRVMqoy6RM9vIM
Nevada,YoungBoy Never Broke Again,"['baton_rouge_rap', 'trap']",77,0.777,0.59,0,-8.741,0,0.286,0.397,0.0,0.169,0.238,147.978,2cEnKRR4dYBB2VA1mjlb1z
Best Friend (feat. Doja Cat),Saweetie,"['cali_rap', 'dance_pop', 'pop', 'pop_rap', 'r&b', 'trap_queen']",81,0.84,0.766,4,-4.12,1,0.136,0.00302,3.61e-06,0.0684,0.402,94.018,2etHQJxIbV0soyPhelVs9Y
exile (feat. Bon Iver),Taylor Swift,['pop'],83,0.298,0.38,6,-8.426,1,0.0287,0.778,5.62e-05,0.11,0.152,75.602,4pvb0WLRcMtbPGmtejJJ6y
Chicago Freestyle (feat. Giveon),Drake,"['canadian_hip_hop', 'canadian_pop', 'hip_hop', 'rap', 'toronto_rap']",81,0.735,0.449,10,-7.507,1,0.347,0.629,0.0,0.113,0.0397,122.947,4wVOKKEHUJxHCFFNUWDn0B
Better,Khalid,"['pop', 'pop_r&b']",79,0.596,0.552,0,-10.278,0,0.097,0.0765,0.334,0.104,0.112,97.949,6zeeWid2sgw4lap2jV61PZ
Faucet Failure,Ski Mask The Slump God,"['miami_hip_hop', 'rap', 'underground_hip_hop']",78,0.935,0.552,10,-9.373,0,0.335,0.111,0.0,0.0952,0.615,99.993,1ThmUihH9dF8EV08ku5AXN
Righteous,Juice WRLD,"['chicago_rap', 'melodic_rap']",80,0.706,0.625,0,-7.426,1,0.0314,0.0417,0.0,0.129,0.225,142.948,5dOxHHMOFAbG3VH23t0xNm
This Damn Song,Pecos & the Rooftops,['red_dirt'],75,0.646,0.472,0,-6.743,1,0.0323,0.193,0.0,0.269,0.166,120.187,7s9bJQK8sr8yDyOAHn8miR
Message In A Bottle (Taylor's Version) (From The Vault),Taylor Swift,['pop'],81,0.622,0.791,7,-6.106,1,0.0535,0.00188,3.72e-06,0.083,0.494,115.915,3z6XUommYDWPHeFhmhhT6j
Wow.,Post Malone,"['dfw_rap', 'melodic_rap', 'rap']",82,0.829,0.539,11,-7.359,0,0.208,0.136,1.78e-06,0.103,0.388,99.96,7xQAfvXzm3AkraOtGPWIZg
God's Plan,Drake,"['canadian_hip_hop', 'canadian_pop', 'hip_hop', 'rap', 'toronto_rap']",84,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169,6DCZcSspjsKoFjzjrWoCdn
Vas,jagger finn,['bedroom_pop'],80,0.514,0.424,0,-10.645,1,0.0282,0.918,0.849,0.126,0.416,71.114,6S7o12almFeL57rbRvdY5l
rises the moon,Liana Flores,['indie_pop'],79,0.483,0.129,5,-20.149,0,0.0349,0.947,0.145,0.106,0.203,137.35,51Grh1RyUDcMBbpuyUIUHI
Ransom,Lil Tecca,"['melodic_rap', 'pluggnb', 'rap', 'trap']",82,0.745,0.642,7,-6.257,0,0.287,0.0204,0.0,0.0658,0.226,179.974,1lOe9qE0vR9zwWQAOk6CoO
The Count (feat. Wiz Khalifa),Curren$y,"['alternative_hip_hop', 'dirty_south_rap', 'gangster_rap', 'hip_hop', 'new_orleans_rap', 'pop_rap', 'rap', 'southern_hip_hop', 'underground_hip_hop']",78,0.385,0.757,0,-5.96,1,0.167,0.709,0.0,0.235,0.469,82.673,171PWhxgdrIOgcAiBPO3Gr
Prom Queen,Beach Bunny,"['bubblegrunge', 'chicago_indie', 'indie_pop']",81,0.528,0.797,4,-7.487,1,0.0485,0.000391,0.011,0.14,0.751,143.785,6MpCaSIOfqBqbMED4kXgNY
when the party's over,Billie Eilish,"['art_pop', 'electropop', 'pop']",84,0.367,0.111,4,-14.084,1,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,43zdsphuZLzwA9k4DJhU0I
MAFIA,Travis Scott,"['rap', 'slap_house']",81,0.855,0.492,0,-7.578,0,0.0483,0.0775,6.71e-06,0.111,0.385,109.975,08F16baYbciTva9P4BvpiI
Water Fountain,Alec Benjamin,"['alt_z', 'dream_smp', 'electropop', 'pop']",82,0.723,0.504,8,-5.572,1,0.0392,0.388,7.4e-05,0.087,0.551,133.975,4IhKLu7Vk3j2TLmnFPl6To
Astronaut In The Ocean,Masked Wolf,['australian_hip_hop'],85,0.778,0.695,4,-6.865,0,0.0913,0.175,0.0,0.15,0.472,149.996,3Ofmpyhv5UAQ70mENzB277
Wild Side (feat. Cardi B),Normani,"['dance_pop', 'pop', 'post-teen_pop', 'r&b', 'urban_contemporary']",81,0.74,0.576,6,-6.744,0,0.146,0.0249,0.0,0.104,0.315,110.095,2vXgyN14LX2zl7JEASw242
Wolves (feat. Post Malone),Big Sean,"['detroit_hip_hop', 'hip_hop', 'pop', 'pop_rap', 'rap', 'southern_hip_hop', 'trap']",80,0.724,0.675,2,-5.267,1,0.0867,0.0978,9.41e-06,0.351,0.325,160.048,33gwZOGJWEZ7dRWPqPxBEZ
DÁKITI,Bad Bunny,"['latin', 'reggaeton', 'trap_latino']",86,0.731,0.573,4,-10.059,0,0.0544,0.401,5.22e-05,0.113,0.145,109.928,47EiUVwUp4C9fGccaPuUCS
Say So,Doja Cat,"['dance_pop', 'pop']",84,0.787,0.673,11,-4.583,0,0.159,0.264,3.35e-06,0.0904,0.779,110.962,3Dv1eDb0MEgF93GpLXlucZ
You Got It,Vedo,"['pop_r&b', 'pop_rap', 'r&b', 'urban_contemporary']",82,0.762,0.433,5,-8.937,1,0.187,0.143,0.0,0.118,0.394,122.074,4lsHZ92XCFOQfzJFBTluk8
ROOF,DaBaby,"['north_carolina_hip_hop', 'rap', 'trap']",78,0.892,0.577,2,-4.299,1,0.341,0.0121,0.0,0.243,0.64,145.935,1zwvbkUqTozLnmIECvBfgs
I Hope,Gabby Barrett,"['contemporary_country', 'country_pop']",78,0.466,0.536,6,-6.227,1,0.0429,0.0951,0.0,0.114,0.377,75.998,23T0OX7QOiIUFShSzbJ5Uo
"30/90 (from ""tick, tick... BOOM!"" Soundtrack from the Netflix Film)",Andrew Garfield,"['hollywood', 'pop']",82,0.466,0.789,0,-5.956,1,0.0663,0.0146,0.0,0.0637,0.36,175.772,55MIRLbZzpYSmMlRt9ZDWM
The Bones,Maren Morris,"['contemporary_country', 'country', 'texas_country']",78,0.612,0.57,11,-6.642,0,0.0347,0.278,0.0,0.0963,0.334,77.004,7yFhA2fUsL2oIMWlw5DaHQ
YEAH RIGHT,Joji,"['alternative_r&b', 'viral_pop']",82,0.672,0.588,1,-9.573,1,0.133,0.619,0.241,0.0992,0.204,169.033,1VGzxJnVQND7Cg5H5wGj14
Sunroof,Nicky Youre,['pop'],81,0.768,0.716,10,-5.11,1,0.0404,0.35,0.0,0.15,0.841,131.43,3RfTeIrWS8LNrfHYwechtt
Beer Never Broke My Heart,Luke Combs,"['contemporary_country', 'country', 'country_road']",77,0.538,0.863,1,-4.483,1,0.0481,0.0139,0.0,0.0874,0.637,77.001,7aEtlGHoiPAfRB084NiDmx
The Thrill,Wiz Khalifa,"['dance_pop', 'hip_hop', 'pittsburgh_rap', 'pop_rap', 'rap', 'southern_hip_hop', 'trap']",81,0.817,0.775,10,-4.767,0,0.108,0.277,0.0,0.108,0.806,126.984,4wqzOaLxiCRy2Et8tRyNSX
Sunday Best,Surfaces,"['bedroom_soul', 'pop']",81,0.878,0.525,5,-6.832,1,0.0578,0.183,0.0,0.0714,0.694,112.022,1Cv1YLb4q0RzL6pybtaMLo
Jealous,Eyedress,['noise_pop'],81,0.474,0.921,9,-10.431,0,0.0457,0.00491,0.85,0.476,0.696,93.01,1aXV8GrmQLvgoFtBPERP7E
Life Goes On,Lil Baby,"['atl_hip_hop', 'atl_trap', 'rap', 'trap']",77,0.716,0.541,1,-7.909,1,0.149,0.0021,0.0,0.115,0.387,139.978,2bSk87AVkCIIC3Bcligq1z
Put Your Records On,Ritt Momney,"['bedroom_pop', 'indie_pop']",81,0.399,0.491,6,-10.778,0,0.0538,0.0563,0.00089,0.11,0.151,91.066,6AGOKlMZWLCaEJGnaROtF9
Memories,Maroon 5,"['pop', 'pop_rock']",87,0.775,0.327,11,-7.241,1,0.0557,0.841,0.0,0.0821,0.595,91.05,4cktbXiXOapiLBMprHFErI
BOP,DaBaby,"['north_carolina_hip_hop', 'rap', 'trap']",80,0.769,0.787,11,-3.909,1,0.367,0.189,0.0,0.129,0.836,126.77,6Ozh9Ok6h4Oi1wUSLtBseN
Better Together,Luke Combs,"['contemporary_country', 'country', 'country_road']",77,0.552,0.225,0,-11.501,1,0.0477,0.827,0.0,0.111,0.67,138.002,6gdLyYNuhWBzqwlOFSsXC7
Me and My Husband,Mitski,['brooklyn_indie'],80,0.497,0.638,1,-5.31,1,0.0274,0.0467,0.0,0.385,0.77,172.01,3pANfZVFdtuVnJsE6xa5Ox
Pure Cocaine,Lil Baby,"['atl_hip_hop', 'atl_trap', 'rap', 'trap']",78,0.964,0.487,10,-6.071,0,0.421,0.00127,6.57e-06,0.115,0.107,127.05,577YBGuskWkVDCxZrLRB4v
Rich Nigga Shit (feat. Young Thug),21 Savage,"['atl_hip_hop', 'rap', 'trap']",78,0.825,0.733,1,-5.625,0,0.0969,0.349,0.0,0.112,0.62,97.974,3ruoIF2UnoXdzK8mR61ebq
"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",Jack Harlow,"['deep_underground_hip_hop', 'kentucky_hip_hop', 'rap']",80,0.904,0.723,11,-5.224,0,0.26,0.0631,0.0,0.185,0.835,145.013,2MbdDtCv5LUVjYy9RuGTgC
Nobody,Mitski,['brooklyn_indie'],81,0.398,0.717,0,-5.253,1,0.0398,0.07,0.0,0.085,0.487,117.296,2P5yIMu2DNeMXTyOANKS6k
I Met Sarah in the Bathroom,awfultune,['indie_pop'],82,0.675,0.408,0,-10.861,1,0.142,0.901,0.000714,0.16,0.229,90.111,0mr8FAnN9X70p5KRUwMIJx
Thinking 'Bout You (feat. MacKenzie Porter),Dustin Lynch,"['contemporary_country', 'country', 'country_road', 'modern_country_rock']",76,0.403,0.711,8,-4.189,1,0.0569,0.137,0.0,0.109,0.801,203.803,7DhvNzyMM8jJWcfykG3psB
Mood Swings (feat. Lil Tjay),Pop Smoke,['brooklyn_drill'],82,0.48,0.602,10,-6.335,0,0.368,0.487,0.0,0.0848,0.269,179.798,5rZlwNFl01HqLWBQGryKSm
Thot Shit,Megan Thee Stallion,"['houston_rap', 'pop', 'trap_queen']",79,0.95,0.693,9,-3.424,1,0.0898,0.0133,0.0,0.173,0.891,130.02,5zNW5ARjYhJQJz1AChP33n
Myron,Lil Uzi Vert,"['melodic_rap', 'philly_rap', 'rap', 'trap']",78,0.771,0.654,8,-6.976,0,0.298,0.055,0.0,0.214,0.573,155.047,56uXDJRCuoS7abX3SkzHKQ
Could've Been (feat. Bryson Tiller),H.E.R.,"['alternative_r&b', 'dance_pop', 'pop', 'r&b']",80,0.45,0.352,1,-11.733,0,0.267,0.649,3.8e-06,0.249,0.408,102.679,6oEVnWKgPqIEPc53OYDNqG
HOT DEMON B!TCHES NEAR U ! ! !,CORPSE,"['dream_smp', 'viral_rap']",80,0.788,0.764,7,-4.054,1,0.254,0.00918,0.0,0.224,0.841,100.095,7v4pPS4A7NgY7bxFA3Etv3
90mh,Trefuego,['aesthetic_rap'],80,0.716,0.427,1,-8.993,1,0.0529,0.187,0.0,0.354,0.223,108.993,1VxvGm1moDJ3svQlwjdBwA
i love you,Billie Eilish,"['art_pop', 'electropop', 'pop']",82,0.421,0.131,0,-18.435,1,0.0382,0.952,0.00453,0.109,0.12,137.446,6CcJMwBtXByIz4zQLzFkKc
ROXANNE,Arizona Zervas,"['pop_rap', 'rhode_island_rap', 'social_media_pop']",82,0.621,0.601,6,-5.616,0,0.148,0.0522,0.0,0.46,0.457,116.735,696DnlkuDOXcMAnKlTgXXK
DOLLAZ ON MY HEAD (feat. Young Thug),Gunna,"['atl_hip_hop', 'melodic_rap', 'rap', 'trap']",78,0.825,0.458,0,-7.47,1,0.0577,0.114,0.0,0.102,0.161,145.115,3nS9a01VvXHQriLqJYwRqG
GO (feat. Juice WRLD),The Kid LAROI,['australian_hip_hop'],78,0.487,0.74,6,-4.973,1,0.0944,0.157,0.0,0.612,0.522,73.779,2rPHUAeUPbNgTmK18FPTiZ
LLC (feat. Moneybagg Yo),Money Man,"['memphis_hip_hop', 'rap', 'southern_hip_hop', 'trap']",77,0.803,0.495,11,-5.724,1,0.321,0.121,0.0,0.104,0.628,80.972,15OlC497ScJt9N2BS8lOev
Truth Hurts,Lizzo,"['dance_pop', 'escape_room', 'minnesota_hip_hop', 'pop', 'trap_queen']",78,0.715,0.624,4,-3.046,0,0.114,0.11,0.0,0.123,0.412,158.087,3HWzoMvoF3TQfYg4UPszDq
People Watching,Conan Gray,"['bedroom_pop', 'indie_pop', 'pop']",81,0.53,0.593,5,-7.286,1,0.0545,0.385,0.0,0.314,0.538,125.723,4JeOesjcWWlprTAvucDSJX
"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",Kali Uchis,"['colombian_pop', 'pop', 'r&b']",79,0.702,0.659,4,-6.766,0,0.13,0.301,0.00201,0.218,0.843,79.64,1otG6j1WHNvl9WgXLWkHTo
everything i wanted,Billie Eilish,"['art_pop', 'electropop', 'pop']",84,0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,3ZCTVFBt2Brf31RLEnCkWJ
Trust,Brent Faiyaz,"['dmv_rap', 'hip_hop', 'pop', 'r&b', 'rap']",79,0.764,0.394,8,-8.559,1,0.154,0.224,8.71e-05,0.119,0.471,92.011,0oufSLnKQDoBFX5mgkDCgR
Tequila Shots,Kid Cudi,"['hip_hop', 'ohio_hip_hop', 'rap']",79,0.712,0.556,5,-7.214,0,0.0531,0.084,5.04e-05,0.527,0.22,90.494,30KctD1WsHKTIYczXjip5a
Sorry Bout That,Yeat,['pluggnb'],79,0.73,0.643,6,-7.811,0,0.0984,8.47e-05,0.0,0.203,0.492,141.961,4VHkjPgAis9JNfc1URn7zZ
The Middle,Zedd,"['complextro', 'dance_pop', 'edm', 'electro_house', 'electropop', 'german_techno', 'pop', 'pop_dance', 'pop_rap', 'tropical_house']",83,0.753,0.657,7,-3.061,1,0.0449,0.171,0.0,0.112,0.437,107.01,09IStsImFySgyp0pIQdqAc
I Like Me Better,Lauv,"['dance_pop', 'electropop', 'pop']",85,0.752,0.505,9,-7.621,1,0.253,0.535,2.55e-06,0.104,0.419,91.97,2P91MQbaiQOfbiz9VqhqKQ
Haunted,Laura Les,"['glitchcore', 'hyperpop', 'transpop']",80,0.51,0.817,9,-8.666,1,0.0373,0.000654,0.0344,0.146,0.547,169.481,1toNKayLMeCcVlsLGXJl7n
ZEZE (feat. Travis Scott & Offset),Kodak Black,"['florida_rap', 'hip_hop', 'melodic_rap', 'miami_hip_hop', 'rap', 'trap']",80,0.861,0.603,8,-5.788,0,0.176,0.0521,0.0,0.0924,0.504,98.043,0FZ4Dmg8jJJAPJnvBIzD9z
Paralyzed,Sueco,"['cali_rap', 'pop_rap']",78,0.588,0.856,0,-5.288,0,0.0648,0.00128,2.78e-06,0.109,0.359,150.008,5svL1PkWw8hPEAOdTNLexy
LA NOCHE DE ANOCHE,Bad Bunny,"['latin', 'reggaeton', 'trap_latino']",86,0.856,0.618,7,-4.892,1,0.286,0.0303,0.0,0.0866,0.391,81.993,2XIc1pqjXV3Cr2BQUGNBck
"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)",Internet Money,"['rap', 'trap']",81,0.792,0.707,7,-5.218,0,0.0623,0.116,0.0,0.12,0.408,134.997,2IePEfMAtqWS6rLXXFZIgI
The Grinch,Trippie Redd,"['melodic_rap', 'rap', 'trap']",77,0.676,0.503,8,-6.115,1,0.0971,0.137,6.36e-05,0.0981,0.196,162.85,1W24W6jQegnNh0x5DfBBPT
I Drink Wine,Adele,"['british_soul', 'pop', 'pop_soul', 'uk_pop']",84,0.437,0.565,10,-5.596,1,0.0466,0.697,0.0,0.119,0.306,115.389,6v0UJD4a2FtleHeSYVX02A
i wanna be your girlfriend,girl in red,"['bedroom_pop', 'bubblegrunge', 'indie_pop', 'norwegian_indie', 'pop']",82,0.54,0.381,7,-14.323,1,0.0347,0.0217,0.000687,0.305,0.343,155.882,3h3pOvw6hjOvZxRUseB7h9
I WANNA SEE SOME ASS (feat. jetsonmade),Jack Harlow,"['deep_underground_hip_hop', 'kentucky_hip_hop', 'rap']",79,0.899,0.691,0,-7.554,1,0.0497,0.18,0.000451,0.135,0.865,107.951,2aWVaW1p2kUc5yuKwBmRJi
7 Summers,Morgan Wallen,['contemporary_country'],75,0.466,0.786,0,-5.13,1,0.0328,0.417,6.1e-05,0.125,0.571,203.903,4obHzpwGrjoTuZh2DItEMZ
Call Out My Name,The Weeknd,"['canadian_contemporary_r&b', 'canadian_pop', 'pop']",83,0.461,0.593,1,-4.954,1,0.0356,0.17,0.0,0.307,0.175,134.17,09mEdoA6zrmBPgTEN5qXmN
Black & White,Juice WRLD,"['chicago_rap', 'melodic_rap']",78,0.776,0.736,7,-4.612,1,0.247,0.0802,0.0,0.159,0.233,147.946,1fCeXjoRExPP2qwSBh2aST
LA FAMA (with The Weeknd),ROSALÍA,['r&b_en_espanol'],88,0.77,0.302,0,-7.911,0,0.0466,0.946,3.38e-05,0.125,0.821,136.01,6dmXZ9B5HdFAyzHeTneYBK
Let Go,Aaron May,"['hip_hop', 'rap', 'underground_hip_hop']",77,0.87,0.498,9,-8.339,0,0.0622,0.046,0.0,0.146,0.692,110.017,1NCWXbUyF88ee30OMAe7dO
One Man Band,Old Dominion,"['contemporary_country', 'country', 'country_road']",76,0.706,0.358,6,-8.331,1,0.0347,0.677,0.0,0.107,0.478,75.991,7cA3PnUQDlUyBBwpRozQeo
Memory,Kane Brown,"['black_americana', 'contemporary_country', 'country_road']",78,0.434,0.889,9,-5.684,1,0.0509,0.395,0.0,0.273,0.845,113.326,34chhNX59Wo9HMFCsI3K8Y
abcdefu (angrier),GAYLE,['modern_alternative_pop'],83,0.671,0.599,4,-6.18,1,0.0405,0.0658,0.0,0.101,0.448,121.849,1EQFOouqdKYdpbNoOHRVO2
High Hopes,Panic! At The Disco,['modern_rock'],83,0.579,0.904,5,-2.729,1,0.0618,0.193,0.0,0.064,0.681,82.014,1rqqCSm0Qe4I9rUvWncaom
changes,XXXTENTACION,"['emo_rap', 'miami_hip_hop']",83,0.669,0.308,11,-10.068,1,0.029,0.883,0.0,0.0984,0.52,64.934,7AFASza1mXqntmGtbxXprO
Face Off,Tech N9ne,"['hip_hop', 'kansas_city_hip_hop', 'pop_rap']",83,0.693,0.935,8,-4.323,1,0.224,0.18,0.0,0.179,0.391,80.882,6M47gaKejso9772SKTa3yH
Me or Sum (feat. Future & Lil Baby),Nardo Wick,"['florida_rap', 'rap', 'trap']",76,0.534,0.573,1,-6.757,1,0.414,0.00926,0.0,0.136,0.373,160.333,2HHLfzE7PkljuqyYU4vwmh
I WANNA BE YOUR SLAVE,Måneskin,"['indie_rock_italiano', 'italian_pop']",88,0.75,0.608,1,-4.008,1,0.0387,0.00165,0.0,0.178,0.958,132.507,4pt5fDVTg5GhEvEtlz9dKk
Money In The Grave (Drake ft. Rick Ross),Drake,"['canadian_hip_hop', 'canadian_pop', 'hip_hop', 'rap', 'toronto_rap']",80,0.831,0.502,10,-4.045,0,0.046,0.101,0.0,0.122,0.101,100.541,5ry2OE6R2zPQFDO85XkgRb
Red (Taylor's Version),Taylor Swift,['pop'],82,0.516,0.777,1,-4.908,0,0.0375,0.00108,1.62e-06,0.0761,0.408,125.047,4OAuvHryIVv4kMDNSLuPt6
God Must Hate Me,Catie Turner,"['alt_z', 'gen_z_singer-songwriter', 'pop']",79,0.459,0.304,2,-10.107,1,0.136,0.967,1.95e-05,0.0951,0.072,76.954,21xzFXSL2XkZ2mIzDDAqTK
Heartless (feat. Morgan Wallen),Diplo,"['dance_pop', 'edm', 'electro_house', 'house', 'moombahton', 'ninja', 'pop', 'pop_dance', 'tropical_house']",76,0.765,0.556,11,-6.417,1,0.0512,0.275,0.0,0.0824,0.274,111.033,3FU6urUVsgXa6RBuV2PdRk
